timestamp,wordpress_apache_up,wordpress_http_rps,wordpress_http_avg_response_seconds,wordpress_http_avg_response_over_2s,wordpress_http_5xx_rate,wordpress_http_4xx_rate,wordpress_http_5xx_ratio,wordpress_apache_cpuload,wordpress_apache_workers_busy,wordpress_apache_workers_idle,wordpress_apache_workers_reply,wordpress_apache_workers_utilization,wordpress_process_cpu_rate,wordpress_process_resident_memory_bytes,wordpress_process_open_fds,wordpress_container_cpu_rate,wordpress_container_memory_working_set_bytes,mariadb_uptime_seconds,mariadb_threads_connected,mariadb_threads_running,mariadb_connection_usage_ratio,mariadb_questions_rate,mariadb_slow_queries_rate,mariadb_aborted_connects_rate,mariadb_innodb_row_lock_time_rate,mariadb_bytes_received_rate,mariadb_bytes_sent_rate,mariadb_innodb_buffer_pool_hit_ratio,k8s_wordpress_container_restarts_rate,k8s_wordpress_unready_containers,k8s_wordpress_non_running_pods,k8s_pods_waiting,k8s_oom_kills,k8s_wordpress_cpu_throttled_seconds_rate,k8s_cpu_throttling_ratio,k8s_wordpress_container_cpu_usage_cores,k8s_wordpress_container_memory_working_set_bytes,wordpress_deployment_available_ratio,wordpress_network_receive_errors_rate,wordpress_network_transmit_errors_rate,target
2026-04-12 14:12:50+00:00,1.0,1.1454545454545455,0.4680555555555555,0.0,0.0,0.0,0.0,1.72053,6.0,8.0,2.0,0.4285714285714285,0.4326926603112509,289424822.85714287,58.07142857142857,0.1075368104852165,423596032.0,2960.0,3.0,1.0,0.0198675496688741,67.83636363636363,0.0,0.0,0.0,14705.0275862069,175814.42068965518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1550038028936128,0.0800283662502575,423596032.0,1.0,0.0,0.0,1
2026-04-12 14:13:00+00:00,1.0,1.2454545454545454,0.5688175182481752,0.0,0.0,0.0,0.0,1.79265,6.0,8.0,1.0,0.4285714285714285,0.4434676157894392,294549504.0,58.785714285714285,0.1419479212203232,438468608.0,2970.0,1.0,1.0,0.0066225165562913,80.13636363636363,0.0,0.0,0.0,16278.068965517245,186103.67586206895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1675368505124301,0.0905892887562902,438468608.0,1.0,0.0,0.0,1
2026-04-12 14:13:10+00:00,1.0,1.3363636363636362,0.5573401360544218,0.0,0.0,0.0,0.0,1.82117,6.0,8.0,1.0,0.4285714285714285,0.4350862378043784,297619163.4285714,59.21428571428572,0.1606726191004469,439009280.0,2980.0,1.0,1.0,0.0066225165562913,85.13636363636363,0.0,0.0,0.0,16620.82842122436,195706.87040282605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1704452210318133,0.0931966115657659,439009280.0,1.0,0.0,0.0,1
2026-04-12 14:13:20+00:00,1.0,1.4275971811775403,0.5356624203821656,0.0,0.0,0.0,0.0,1.837,6.0,8.0,1.0,0.4285714285714285,0.4315355672412024,298962066.28571427,61.0,0.1557506301770066,432308224.0,2990.0,1.0,1.0,0.0066225165562913,89.37272727272727,0.0,0.0,0.0,16849.987448679225,203763.2013262837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1676112554632723,0.0973347030100439,432308224.0,1.0,0.0,0.0,1
2026-04-12 14:13:30+00:00,1.0,1.5454545454545454,0.5155941176470588,0.0,0.0,0.0,0.0,1.8635,7.0,7.0,1.0,0.5,0.4350693975860141,298807881.14285713,61.07142857142857,0.1651378537325472,422617088.0,3000.0,1.0,1.0,0.0066225165562913,93.64545454545454,0.0,0.0,0.0,16907.57931034483,206455.95517241384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1653942669090423,0.0990500570707377,422617088.0,1.0,0.0,0.0,1
2026-04-12 14:13:40+00:00,1.0,1.6,0.5074772727272727,0.0,0.0,0.0,0.0,1.89217,7.0,7.0,1.0,0.5,0.42997409284173,296584045.71428573,60.85714285714285,0.1690946784772686,422514688.0,3010.0,1.0,1.0,0.0066225165562913,99.5758959867694,0.0,0.0,0.0,17050.537931034487,212472.43448275863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639099048325071,0.0979485499429758,422514688.0,1.0,0.0,0.0,1
2026-04-12 14:13:50+00:00,1.0,1.609090909090909,0.5085084745762712,0.0,0.0,0.0,0.0,1.91496,6.0,8.0,1.0,0.4285714285714285,0.4296021103980114,299573833.14285713,60.642857142857146,0.1718257349156573,422514688.0,3020.0,1.0,1.0,0.0066225165562913,100.28181818181818,0.0,0.0,0.0,14467.886785860162,209923.3234702025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1665675975418839,0.0970485169314461,422514688.0,1.0,0.0,0.0,1
2026-04-12 14:14:00+00:00,1.0,1.5818181818181818,0.5039310344827586,0.0,0.0,0.0,0.0,1.92593,7.0,7.0,4.0,0.5,0.4343040647310326,301288594.28571427,60.5,0.1691847903950375,378847232.0,3030.0,2.0,1.0,0.0132450331125827,101.77272727272728,0.0,0.0,0.0,16635.541379310347,219006.62413793104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1545496630468917,0.0951229815535915,378847232.0,1.0,0.0,0.0,1
2026-04-12 14:14:10+00:00,1.0,1.609090909090909,0.7382881355932205,0.0,0.0,0.0,0.0,2.06352,8.0,9.0,1.0,0.4705882352941176,0.4300161654599455,297506230.85714287,60.42857142857143,0.1786139289885144,388055040.0,3040.0,1.0,1.0,0.0066225165562913,115.92727272727272,0.0,0.0,0.0,20174.72068965517,233812.2689655173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1518178528539235,0.0987820984415684,388055040.0,1.0,0.0,0.0,1
2026-04-12 14:14:20+00:00,1.0,1.6181818181818182,0.810567415730337,0.0,0.0,0.0,0.0,2.13258,9.0,8.0,1.0,0.5294117647058824,0.4238653144264465,293697536.0,60.35714285714285,0.1907433379886645,404467712.0,3050.0,2.0,1.0,0.0132450331125827,123.68181818181816,0.0,0.0,0.0,22988.355172413794,249844.63448275864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1758319627174131,0.1133906978096572,404467712.0,1.0,0.0,0.0,1
2026-04-12 14:14:30+00:00,1.0,1.6,0.6767784090909091,0.0,0.0,0.0,0.0,2.14965,6.0,9.0,1.0,0.4,0.426256242182782,293182025.14285713,60.07142857142857,0.1953389605422671,413564928.0,3060.0,1.0,1.0,0.0066225165562913,110.9090909090909,0.0,0.0,0.0,23463.55172413793,258133.10689655176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1864336509577066,0.1226326787187587,413564928.0,1.0,0.0,0.0,1
2026-04-12 14:14:40+00:00,1.0,1.6,0.6710795454545455,0.0,0.0,0.0,0.0,2.16826,6.0,9.0,2.0,0.4,0.4226920616019406,292810752.0,59.85714285714285,0.1721760785128316,396902400.0,3070.0,1.0,1.0,0.0066225165562913,105.72727272727272,0.0,0.0,0.0,23650.382758620693,265928.0931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1837844191282823,0.1255882142017948,396902400.0,1.0,0.0,0.0,1
2026-04-12 14:14:50+00:00,1.0,1.6727272727272726,0.6955978260869565,0.0,0.0,0.0,0.0,2.26846,12.0,6.0,1.0,0.6666666666666666,0.4222705202507851,290016694.85714287,58.5,0.1766230164652252,397078528.0,3080.0,3.0,1.0,0.0198675496688741,108.87272727272727,0.0,0.0,0.0,26706.1275862069,282786.7827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822521488566256,0.132834891933302,397078528.0,1.0,0.0,0.0,1
2026-04-12 14:15:00+00:00,1.0,1.7545454545454544,0.7118963730569949,0.0,0.0,0.0,0.0,2.30618,13.0,6.0,3.0,0.6842105263157895,0.4279156156343078,287702747.4285714,57.42857142857143,0.2104106739186977,427339776.0,3090.0,3.0,2.0,0.0198675496688741,118.7090909090909,0.0,0.0,0.0,29503.189655172417,306360.2482758621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1988602466072154,0.1452001441050685,427339776.0,1.0,0.0,0.0,1
2026-04-12 14:15:10+00:00,1.0,1.909090909090909,0.7713238095238096,0.0,0.0,0.0,0.0,2.39843,11.0,8.0,3.0,0.5789473684210527,0.4218109820923611,287720886.85714287,57.35714285714285,0.2265913809933233,428642304.0,3100.0,2.0,1.0,0.0132450331125827,130.27272727272725,0.0,0.0,0.0,30593.93103448276,329053.6068965518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2152771550950507,0.1586446854393756,428642304.0,1.0,0.0,0.0,1
2026-04-12 14:15:20+00:00,1.0,2.009090909090909,0.8500090497737558,0.0,0.0,0.0,0.0,2.48489,11.0,8.0,2.0,0.5789473684210527,0.4177282489263504,287267693.71428573,56.285714285714285,0.2406509183505309,429006848.0,3110.0,3.0,1.0,0.0198675496688741,149.11818181818182,0.0,0.0,0.0,35980.927586206904,355052.11034482764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2144356705702786,0.1658988671166554,429006848.0,1.0,0.0,0.0,1
2026-04-12 14:15:30+00:00,1.0,2.090909090909091,0.8886173913043478,0.0,0.0,0.0,0.0,2.57046,11.0,9.0,1.0,0.55,0.4213516307940664,286789924.5714286,55.57142857142857,0.2680366605030693,437338112.0,3120.0,2.0,1.0,0.0132450331125827,154.72727272727272,0.0,0.0,0.0,36861.87586206897,371605.6827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2264757589362035,0.1748516380861994,437338112.0,1.0,0.0,0.0,1
2026-04-12 14:15:40+00:00,1.0,2.1545454545454543,0.9359367088607596,0.0,0.0,0.0,0.0,2.60865,13.0,7.0,4.0,0.65,0.4186473120503938,285091254.85714287,55.71428571428572,0.2920846601161473,464515072.0,3130.0,6.0,1.0,0.0397350993377483,160.43636363636364,0.0,0.0,0.0,40623.39655172415,394703.0931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2337659915687787,0.1889874562842816,464515072.0,1.0,0.0,0.0,1
2026-04-12 14:15:50+00:00,1.0,2.263636363636364,1.033983935742972,0.0,0.0,0.0,0.0,2.65111,14.0,7.0,6.0,0.6666666666666666,0.4143504422956374,281947867.4285714,55.57142857142857,0.2887529919857888,464519168.0,3140.0,5.0,1.0,0.0331125827814569,172.96363636363634,0.0,0.0,0.0,42622.23793103448,415874.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2310551712516079,0.1899627583230796,464519168.0,1.0,0.0,0.0,1
2026-04-12 14:16:00+00:00,1.0,2.309090909090909,1.411248031496063,0.0,0.0,0.0,0.0,2.82162,17.0,7.0,10.0,0.7083333333333334,0.4181101815332338,281934409.14285713,56.285714285714285,0.308437789364026,487043072.0,3150.0,8.0,1.0,0.0529801324503311,171.61818181818182,0.0,0.0,0.0,46725.34827586208,444787.8931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2540681902956429,0.2096364481444336,487043072.0,1.0,0.0,0.0,1
2026-04-12 14:16:10+00:00,1.0,2.4272727272727272,1.51976404494382,0.0,0.0,0.0,0.0,2.87208,17.0,8.0,8.0,0.68,0.4115218690873917,281982390.85714287,56.0,0.3229218571514118,530001920.0,3160.0,7.0,1.0,0.0463576158940397,174.5909090909091,0.0,0.0,0.0,51374.84827586208,464892.1137931035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2687010984048136,0.2297072866094454,530001920.0,1.0,0.0,0.0,1
2026-04-12 14:16:20+00:00,1.0,2.5454545454545454,1.781042857142857,0.0,0.0,0.0,0.0,2.93401,18.0,8.0,7.0,0.6923076923076923,0.4002855128925158,281999067.4285714,56.142857142857146,0.3408395630807919,528289792.0,3170.0,10.0,1.0,0.0662251655629139,188.5727272727273,0.0,0.0,0.0,53376.07931034484,488680.5689655173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.280516753098909,0.2365598202984392,528289792.0,1.0,0.0,0.0,1
2026-04-12 14:16:30+00:00,1.0,2.645454545454545,2.2244914089347074,1.0,0.0,0.0,0.0,3.03305,20.0,6.0,10.0,0.7692307692307693,0.4016729772405855,281938797.71428573,56.285714285714285,0.3838489761526803,560209920.0,3180.0,13.0,1.0,0.086092715231788,203.7181818181818,0.0,0.0,0.0,58568.6275862069,515958.3827586208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2919472215515925,0.2561048455688788,560209920.0,1.0,0.0,0.0,1
2026-04-12 14:16:40+00:00,1.0,2.663636363636364,2.7428088737201364,1.0,0.0,0.0,0.0,3.13842,21.0,7.0,11.0,0.75,0.395459953849806,282072502.85714287,56.35714285714285,0.3877078198419442,569860096.0,3190.0,12.0,1.0,0.0794701986754966,202.65454545454543,0.0,0.0,0.0,62266.85500347987,534201.1631580644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2998728113883599,0.2649877759716903,569860096.0,1.0,0.0,0.0,1
2026-04-12 14:16:50+00:00,1.0,2.7,3.255760942760942,1.0,0.0,0.0,0.0,3.24282,20.0,8.0,12.0,0.7142857142857143,0.3871612192438314,282376192.0,56.21428571428572,0.3973742892800609,605630464.0,3200.0,13.0,1.0,0.086092715231788,206.6727272727273,0.0,0.0,0.0,65138.70689655173,549277.9689655174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3100568044508858,0.2776159455598586,605630464.0,1.0,0.0,0.0,1
2026-04-12 14:17:00+00:00,1.0,2.663636363636364,3.718542662116041,1.0,0.0,0.0,0.0,3.3006,21.0,7.0,12.0,0.75,0.3898891427667847,282227858.28571427,56.35714285714285,0.4072490294488893,606052352.0,3210.0,16.0,1.0,0.1059602649006622,211.29090909090908,0.0,0.0,0.0,68970.71379310345,563098.8793103448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125505516503845,0.2827739556454975,606052352.0,1.0,0.0,0.0,1
2026-04-12 14:17:10+00:00,1.0,2.636363636363636,4.001920689655172,1.0,0.0,0.0,0.0,3.34515,18.0,10.0,13.0,0.6428571428571429,0.3861090914093488,282148571.4285714,56.35714285714285,0.4006146478703696,603320320.0,3220.0,12.0,1.0,0.0794701986754966,210.7,0.0,0.0,0.0,70836.74137931035,575123.3137931034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.329149597618264,0.2980953809578194,603320320.0,1.0,0.0,0.0,1
2026-04-12 14:17:20+00:00,1.0,2.609090909090909,5.602644599303136,1.0,0.0,0.0,0.0,3.56835,20.0,9.0,14.0,0.6896551724137931,0.3849129133014223,282552027.4285714,56.07142857142857,0.4294282075869138,610680832.0,3230.0,18.0,1.0,0.119205298013245,214.0429012906744,0.0,0.0,0.0,73109.12006068547,589823.6604372112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3380098805835811,0.307789515975897,610680832.0,1.0,0.0,0.0,1
2026-04-12 14:17:30+00:00,1.0,2.618181818181818,6.406069444444444,1.0,0.0,0.0,0.0,3.66916,24.0,6.0,17.0,0.8,0.3905729352252976,283903707.4285714,55.785714285714285,0.4421944716366204,610676736.0,3240.0,17.0,1.0,0.1125827814569536,217.97272727272724,0.0,0.0,0.0,74027.43448275863,602541.3620689656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3388309028062956,0.307310580172943,610676736.0,1.0,0.0,0.0,1
2026-04-12 14:17:40+00:00,1.0,2.6818181818181817,6.621010169491526,1.0,0.0,0.0,0.0,3.71184,24.0,6.0,13.0,0.8,0.3806946948918406,285548836.5714286,55.42857142857143,0.4395582773823265,621203456.0,3250.0,17.0,2.0,0.1125827814569536,213.4,0.0,0.0,0.0,77363.71379310345,616443.827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3564106994280539,0.3177993806028931,621203456.0,1.0,0.0,0.0,1
2026-04-12 14:17:50+00:00,1.0,2.636363636363636,6.888831034482759,1.0,0.0,0.0,0.0,3.74768,39.0,0.0,34.0,1.0,0.3665766124056695,285415716.5714286,55.5,0.438177434232145,632213504.0,3260.0,25.0,1.0,0.1655629139072847,210.35454545454544,0.0,0.0,0.0,80254.43103448277,627396.455172414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3551328635503779,0.3239175547013228,632213504.0,1.0,0.0,0.0,0
2026-04-12 14:18:00+00:00,0.0,2.45303025,7.39972030651341,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3734915360621825,306828524.3076923,58.84615384615385,0.4383661980866091,632213504.0,3270.0,20.0,1.0,0.1324503311258278,199.0272727272727,0.0,0.0,0.0,80278.68620689656,626173.827586207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3689721912028502,0.335450869290205,632213504.0,1.0,0.0,0.0,0
2026-04-12 14:18:10+00:00,0.0,2.217448055555556,7.876982832618026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3694363019327999,285091254.85714287,55.5,0.4281650245721865,647532544.0,3280.0,21.0,2.0,0.1390728476821192,178.1256539137305,0.0,0.0,0.0,80043.39640535178,617583.4327685256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3730024542382973,0.3401011230809507,647532544.0,1.0,0.0,0.0,0
2026-04-12 14:18:20+00:00,1.0,1.909090909090909,8.015238095238097,1.0,0.0,0.0,0.0,90.0,1.0,5.0,1.0,0.1666666666666666,0.3709589443346047,284230217.14285713,55.21428571428572,0.4230543002824281,245850112.0,3290.0,1.0,1.0,0.0066225165562913,159.89090909090908,0.0,0.0067862413793103,0.0,79814.44482758621,608561.5862068967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3793223261671855,0.3384783163942964,245850112.0,1.0,0.0,0.0,0
2026-04-12 14:18:30+00:00,1.0,1.7,8.008844919786096,1.0,0.0,0.0,0.0,15.0,1.0,5.0,1.0,0.1666666666666666,0.3740751768024645,283695689.14285713,56.0,0.353805512200644,310706176.0,3300.0,1.0,1.0,0.0066225165562913,144.75454545454545,0.0,0.0067862413793103,0.0,79351.85172413793,593006.279310345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3901196040341325,0.3499210488662923,310706176.0,1.0,0.0,0.0,0
2026-04-12 14:18:40+00:00,1.0,1.4727272727272729,8.149592592592592,1.0,0.0,0.0,0.0,8.18182,1.0,5.0,1.0,0.1666666666666666,0.3715561297435327,283636882.28571427,57.92857142857143,0.3403111240562164,311799808.0,3310.0,1.0,1.0,0.0066225165562913,125.15454545454546,0.0,0.0067862413793103,0.0,78985.87586206898,581616.7172413794,0.0,0.0037037037037037,0.0,0.0,0.0,0.0,0.0,0.395308216414315,0.3459853310093077,311799808.0,0.0,0.0,0.0,0
2026-04-12 14:18:50+00:00,1.0,1.2818181818181815,8.334595744680852,1.0,0.0,0.0,0.0,8.5625,1.0,7.0,1.0,0.125,0.3728749627108463,283837293.71428573,59.07142857142857,0.306906870094097,311820288.0,3320.0,2.0,1.0,0.0132450331125827,104.96363636363635,0.0,0.0067862413793103,0.0,76737.89655172414,569704.6068965518,0.0,0.0037037037037037,0.0,0.0,0.0,0.0,0.0,0.3960554422856043,0.3358906763794325,311820288.0,0.0,0.0,0.0,1
2026-04-12 14:19:00+00:00,1.0,1.0909090909090908,8.953116666666666,1.0,0.0,0.0,0.0,6.80952,1.0,7.0,1.0,0.125,0.3779481508906334,283846363.4285714,59.785714285714285,0.2851096964956812,361504768.0,3330.0,1.0,1.0,0.0066225165562913,82.99090909090908,0.0,0.0067862413793103,0.0,73250.68965517242,557517.503448276,0.0,0.0037037037037037,0.0,0.0,0.0,0.0,0.0,0.396522384020165,0.3309862540999113,361504768.0,0.0,0.0,0.0,1
2026-04-12 14:19:10+00:00,1.0,0.9272727272727272,5.929999999999999,1.0,0.0,0.0,0.0,5.61538,1.0,7.0,1.0,0.125,0.3770566787680622,283863917.71428573,60.5,0.2477400209196559,365023232.0,3340.0,1.0,1.0,0.0066225165562913,66.28477905073649,0.0,0.0067862413793103,0.0,70467.25862068967,542303.5172413794,0.0,0.0037037037037037,0.0,0.0,0.0,0.0,0.0,0.3935657615895127,0.3184895120616077,365023232.0,1.0,0.0,0.0,1
2026-04-12 14:19:20+00:00,1.0,0.7454545454545454,4.216682926829269,1.0,0.0,0.0,0.0,4.90323,1.0,7.0,1.0,0.125,0.3790456398575299,282057874.28571427,61.0,0.2135408834973214,365068288.0,3350.0,1.0,1.0,0.0066225165562913,50.87272727272728,0.0,0.0067862413793103,0.0,70024.05862068967,535003.8413793105,0.0,0.0037037037037037,0.0,0.0,0.0,0.0,0.0,0.3975878283938938,0.3149727645769599,365068288.0,1.0,0.0,0.0,1
2026-04-12 14:19:30+00:00,1.0,0.5,3.6109090909090895,1.0,0.0,0.0,0.0,4.375,1.0,7.0,1.0,0.125,0.3857824054882714,280330240.0,61.21428571428572,0.1813708307236778,365400064.0,3360.0,1.0,1.0,0.0066225165562913,35.89090909090909,0.0,0.0067862413793103,0.0,69823.55862068967,527318.3310344828,0.0,0.0037037037037037,0.0,0.0,0.0,0.0,0.0,0.4071811975761024,0.314676198428182,365400064.0,1.0,0.0,0.0,1
2026-04-12 14:19:40+00:00,1.0,0.3636363636363636,0.2055249999999999,0.0,0.0,0.0,0.0,3.96341,1.0,7.0,1.0,0.125,0.3885176444878093,280301568.0,61.5,0.1494227205109146,365432832.0,3370.0,1.0,1.0,0.0066225165562913,20.16345438347402,0.0,0.0067862179803436,0.0,66798.2869155718,511440.7120009161,0.0,0.0037037037037037,0.0,0.0,0.0,0.0,0.0,0.4039842686538474,0.3053367281864969,365432832.0,1.0,0.0,0.0,1
2026-04-12 14:19:50+00:00,1.0,0.4692130555555556,0.2422795484401483,0.0,0.0,0.0,0.0,4.61957,7.0,8.0,2.0,0.4666666666666667,0.395011598335954,280346916.5714286,61.71428571428572,0.0604914011756338,365432832.0,3380.0,1.0,1.0,0.0066225165562913,19.509090909090908,0.0,0.0067862413793103,0.0,64266.20000000001,494811.1103448277,0.0,0.0037037037037037,0.0,0.0,0.0,0.0,0.0,0.4028508418911984,0.2936343977179483,365432832.0,1.0,0.0,0.0,1
